Attribute Name,AVP Code,Section defined,Value Type,MUST,MAY,SHOULD NOT,MUST NOT
# Change-1.4.0: WLAN-UE-Local-IPAddress (894) Address removed in 3GPP TS 32.299 V12.6.0 (2014-09).,,,,,,,
#,,,,,,,
,,,,,,,
@standard,OMA DDS Charging Data,,,,,,
#=,,,,,,,
# OMA DDS Charging_Data V1.0 20110201-A,,,,,,,
# Charging Data,,,,,,,
# ,,,,,,,
# From OMA OMA-DDS-Charging_Data-V1_0-20110201-A.pdf,,,,,,,
#=,,,,,,,
#,,,,,,,
Application-Server-Id,2101,8.4,UTF8String,"M,V",,,
# Change-1.4.0: Application-Service-Type (2102) type changed from UTF8String to Enumerated.,,,,,,,
Application-Service-Type,2102,8.4,Enumerated,"M,V",,,
# Change-1.4.0: Application-Session-Id (2103) type changed from UTF8String to Unsigned32.,,,,,,,
Application-Session-Id,2103,8.4,Unsigned32,"M,V",,,
Content-ID,2116,8.4,UTF8String,"M,V",,,
Content-provider-ID,2117,8.4,UTF8String,"M,V",,,
DCD-Information,2115,8.5.5,Grouped,"M,V",,,
Delivery-Status,2104,8.4,UTF8String,"M,V",,,
IM-Information,2110,8.5.6,Grouped,"M,V",,,
Number-Of-Messages-Successfully-Exploded,2111,8.4,Unsigned32,"M,V",,,
Number-Of-Messages-Successfully-Sent,2112,8.4,Unsigned32,"M,V",,,
Service-Generic-Information,1256,8.5.10,Grouped,"M,V",,,
Total-Number-Of-Messages-Exploded,2113,8.4,Unsigned32,"M,V",,,
Total-Number-Of-Messages-Sent,2114,8.4,Unsigned32,"M,V",,,
,,,,,,,
,,,,,,,
@vendor,5535,,,,,,
,,,,,,,
@standard,X.S0057-0,,,,,,
#=,,,,,,,
# 3GPP2 X.S0057-0 v2.0,,,,,,,
# E-UTRAN - eHRPD Connectivity and Interworking:,,,,,,,
# Core Network Aspects,,,,,,,
# ,,,,,,,
# From 3GPP2 X.S0057-0_v2.0_091215.pdf,,,,,,,
#=,,,,,,,
#,,,,,,,
# ,,,,,,,
# Change-1.4.0: 3GPP2-BSID (9010) type changed from OctetString to UTF8String.,,,,,,,
# Change-1.4.0: 3GPP2-BSID (9010) flag M MUST.,,,,,,,
3GPP2-BSID,9010,5.6.2.1.1,UTF8String,"M,V",P,,
